Song_correct;Artist_correct;Song_concat;YT_link
ballada o suliko;slawa przybylska;ballada o suliko slawa przybylska;https://www.youtube.com/watch?v=BoSAp7hc5qQ
dziewczyna z portofino;slawa przybylska;dziewczyna z portofino slawa przybylska;https://www.youtube.com/watch?v=4D9kTz1Myc0
juz nigdy;slawa przybylska;juz nigdy slawa przybylska;https://www.youtube.com/watch?v=PwxRvmhzulA
krakowska kwiaciarka;slawa przybylska;krakowska kwiaciarka slawa przybylska;https://www.youtube.com/watch?v=S2WTIKmGOvg
malaguena;slawa przybylska;malaguena slawa przybylska;https://www.youtube.com/watch?v=pgW2crCo0DU
milosc w portofino;slawa przybylska;milosc w portofino slawa przybylska;https://www.youtube.com/watch?v=4D9kTz1Myc0
moj kapitanie juz wieczor;slawa przybylska;moj kapitanie juz wieczor slawa przybylska;https://www.youtube.com/watch?v=QBUxO-vEAzU
na francuskiej;slawa przybylska;na francuskiej slawa przybylska;https://www.youtube.com/watch?v=mQZyFfekWlA
pamietasz byla jesien;slawa przybylska;pamietasz byla jesien slawa przybylska;https://www.youtube.com/watch?v=A7VTiP5dl9o
piosenka o okularnikach;slawa przybylska;piosenka o okularnikach slawa przybylska;https://www.youtube.com/watch?v=WOXRCnxMsc8
siedzielismy na dachu;slawa przybylska;siedzielismy na dachu slawa przybylska;https://www.youtube.com/watch?v=zgcVDLKMtRQ
slodkie fiolki;slawa przybylska;slodkie fiolki slawa przybylska;https://www.youtube.com/watch?v=pCfp9C7f-8A
taka jestem zakochana;slawa przybylska;taka jestem zakochana slawa przybylska;https://www.youtube.com/watch?v=aFHZfzdDT9s
tbiliso;slawa przybylska;tbiliso slawa przybylska;https://www.youtube.com/watch?v=BNxx4itPJFI
widzisz mala;slawa przybylska;widzisz mala slawa przybylska;https://www.youtube.com/watch?v=h5KcywpF6Kw
zakochani;slawa przybylska;zakochani slawa przybylska;https://www.youtube.com/watch?v=36_ad-WtbqM
honolulu;slawek uniatowski;honolulu slawek uniatowski;https://www.youtube.com/watch?v=qZYMFMIlQJU
milosc w zakopanem;slawomir;milosc w zakopanem slawomir;https://www.youtube.com/watch?v=n2hJA78YuWw
ni mom hektara;slawomir;ni mom hektara slawomir;https://www.youtube.com/watch?v=_pxHIaEG-mc
i'm a believer;smash mouth;i'm a believer smash mouth;https://www.youtube.com/watch?v=0mYBSayCsH0
i'll meet you at midnight;smokie;i'll meet you at midnight smokie;https://www.youtube.com/watch?v=WoTLnaI1NEY
living next door to alice;smokie;living next door to alice smokie;https://www.youtube.com/watch?v=Z6qnRS36EgE
mexican girl;smokie;mexican girl smokie;https://www.youtube.com/watch?v=89MsE5xUfos
rock 'n' roll rodeo;smokie;rock 'n' roll rodeo smokie;https://www.youtube.com/watch?v=0K7rburcvdA
i ve got to learn to mambo;snowboy i james hunter;i ve got to learn to mambo snowboy i james hunter;https://www.youtube.com/watch?v=e8G8giV1nnM
everybody needs somebody to love;solomon burke;everybody needs somebody to love solomon burke;https://www.youtube.com/watch?v=7OKAlBC-XWQ
i put a spell on you;sonique;i put a spell on you sonique;https://www.youtube.com/watch?v=3ULLxNcQxEw
it feels so good;sonique;it feels so good sonique;https://www.youtube.com/watch?v=zns8Y8phigk
sky;sonique;sky sonique;https://www.youtube.com/watch?v=HwRQ4Jd_SHk
i got you babe;sonny & cher;i got you babe sonny & cher;https://www.youtube.com/watch?v=BERd61bDY7k
come with us;sophie ellis-bextor;come with us sophie ellis-bextor;https://www.youtube.com/watch?v=-F8mEQsXVkQ
me and my imagination;sophie ellis-bextor;me and my imagination sophie ellis-bextor;https://www.youtube.com/watch?v=ip76O6g3hZs
murder on the dancefloor;sophie ellis-bextor;murder on the dancefloor sophie ellis-bextor;https://www.youtube.com/watch?v=hAx6mYeC6pY
runaway train;soul asylum;runaway train soul asylum;https://www.youtube.com/watch?v=NRtvqT_wMeY
black hole sun;soundgarden;black hole sun soundgarden;https://www.youtube.com/watch?v=3mbBbFH9fAg
100;sound'n'grace i filip lato;100 sound'n'grace i filip lato;https://www.youtube.com/watch?v=sDmUjj6i5GI
dach;sound'n'grace i tabb;dach sound'n'grace i tabb;https://www.youtube.com/watch?v=7eiL-2Z4hao
mozesz wszystko;sound'n'grace i tabb;mozesz wszystko sound'n'grace i tabb;https://www.youtube.com/watch?v=0PuGtr16F7o
na pewno;sound'n'grace i tabb;na pewno sound'n'grace i tabb;https://www.youtube.com/watch?v=GWloNUeQNAs
sens;sound'n'grace i tabb;sens sound'n'grace i tabb;https://www.youtube.com/watch?v=iaU2np492WE
TRUE;spandau ballet;true spandau ballet;https://www.youtube.com/watch?v=AR8D2yqgQ1U
true ;spandau ballet;true  spandau ballet;https://www.youtube.com/watch?v=AR8D2yqgQ1U
2 become 1;spice girls;2 become 1 spice girls;https://www.youtube.com/watch?v=FA5jsa1lR9c
spice up your life ;spice girls;spice up your life  spice girls;https://www.youtube.com/watch?v=9wfpXI5PKlw
wannabe;spice girls;wannabe spice girls;https://www.youtube.com/watch?v=gJLIiF15wjQ
groovejet (if this ain t love);spiller & sophie ellis bextor;groovejet (if this ain t love) spiller & sophie ellis bextor;https://www.youtube.com/watch?v=syOK6zmpOe0
two princes;spin doctors;two princes spin doctors;https://www.youtube.com/watch?v=wsdy_rct6uo
blood sweat & tears;spinning wheel;blood sweat & tears spinning wheel;https://www.youtube.com/watch?v=hmE9f-TEutc
spinning wheel;spinning wheel;spinning wheel spinning wheel;https://www.youtube.com/watch?v=SFEewD4EVwU
a salty dog;stachursky;a salty dog stachursky;https://www.youtube.com/watch?v=3Gi7Z3-T_qQ
czuje i wiem;stachursky;czuje i wiem stachursky;https://www.youtube.com/watch?v=bdpqNi2R59Q
gdy zaplaczesz;stachursky;gdy zaplaczesz stachursky;https://www.youtube.com/watch?v=i-wo4MiWVJc
jedwab;stachursky;jedwab stachursky;https://www.youtube.com/watch?v=XRCGCNYGtWE
razem z nami;stachursky;razem z nami stachursky;https://www.youtube.com/watch?v=q2dI60-lmbQ
typ niepokorny;stachursky;typ niepokorny stachursky;https://www.youtube.com/watch?v=CWMsGYOTnuU
z kazdym twym oddechem;stachursky;z kazdym twym oddechem stachursky;https://www.youtube.com/watch?v=Ci5e3v5sLFQ
za kazdy dzien za kazdy szept;stachursky;za kazdy dzien za kazdy szept stachursky;https://www.youtube.com/watch?v=gjrmIGKC9Jg
zostanmy razem;stachursky;zostanmy razem stachursky;https://www.youtube.com/watch?v=RJJtMkbu-bQ
zostan i badz;stachursky;zostan i badz stachursky;https://www.youtube.com/watch?v=3BkD48XPjrA
zostanmy razem;stachursky;zostanmy razem stachursky;https://www.youtube.com/watch?v=RJJtMkbu-bQ
anna;stan borys;anna stan borys;https://www.youtube.com/watch?v=8IisP3PTLFc
jaskolka uwieziona;stan borys;jaskolka uwieziona stan borys;https://www.youtube.com/watch?v=y4i4_e7T7Ig
krzycze przez sen;stan borys;krzycze przez sen stan borys;https://www.youtube.com/watch?v=ihc9hewdMBo
spacer dzika plaza;stan borys;spacer dzika plaza stan borys;https://www.youtube.com/watch?v=NYiMyoFtzRw
wiatr od klimczoka;stan borys;wiatr od klimczoka stan borys;https://www.youtube.com/watch?v=K7fa7VdUKQ4
lady be good;standard braci gerschwinow;lady be good standard braci gerschwinow;https://www.youtube.com/watch?v=oj-S7u_DM4I
happy marching band;standard nowoorleanski;happy marching band standard nowoorleanski;https://www.youtube.com/watch?v=248cfr-aLqs
bal na gnojnej;stanislaw grzesiuk;bal na gnojnej stanislaw grzesiuk;https://www.youtube.com/watch?v=plACiIhRh44
nie masz cwaniaka nad warszawiaka;stanislaw grzesiuk;nie masz cwaniaka nad warszawiaka stanislaw grzesiuk;https://www.youtube.com/watch?v=ZLtocKqUq_E
u cioci na imieninach;stanislaw grzesiuk;u cioci na imieninach stanislaw grzesiuk;https://www.youtube.com/watch?v=ewmpv0oGkds
byl taki czas;stanislaw mikulski;byl taki czas stanislaw mikulski;https://www.youtube.com/watch?v=dGJqqj3NfkM
absolutnie nic;stanislaw soyka;absolutnie nic stanislaw soyka;https://www.youtube.com/watch?v=JlcadgcCpZ8
cud niepamieci;stanislaw soyka;cud niepamieci stanislaw soyka;https://www.youtube.com/watch?v=KxqcEVbVDGs
czas nas uczy pogody;stanislaw soyka;czas nas uczy pogody stanislaw soyka;https://www.youtube.com/watch?v=mco8I0CUFJ0
sa na tym swiecie rzeczy;stanislaw soyka;sa na tym swiecie rzeczy stanislaw soyka;https://www.youtube.com/watch?v=bScawOZGOMY
tak jak w kinie;stanislaw soyka;tak jak w kinie stanislaw soyka;https://www.youtube.com/watch?v=_vfkEXQheWA
tolerancja;stanislaw soyka;tolerancja stanislaw soyka;https://www.youtube.com/watch?v=FWZNF4F1r7Y
zycie to krotki sen;stanislaw soyka;zycie to krotki sen stanislaw soyka;https://www.youtube.com/watch?v=NIVMt66ZIqs
atramentowa rumba;stanislawa celinska;atramentowa rumba stanislawa celinska;https://www.youtube.com/watch?v=Qzl4pgWmXKE
ptakom podobni;stanislawa celinska;ptakom podobni stanislawa celinska;https://www.youtube.com/watch?v=gzm4-eJRPFg
usmiechnij sie jutro bedzie lepiej;stanislawa celinska;usmiechnij sie jutro bedzie lepiej stanislawa celinska;https://www.youtube.com/watch?v=khCm7xfiqiU
tango milonga;stanislawa nowicka;tango milonga stanislawa nowicka;https://www.youtube.com/watch?v=x1FUWVNs9dI
nothing's gonna stop us now;starship;nothing's gonna stop us now starship;https://www.youtube.com/watch?v=3wxyN3z9PL4
we built this city ;starship;we built this city  starship;https://www.youtube.com/watch?v=K1b8AhIsSYQ
tango andrusowskie;stasiek wielanek;tango andrusowskie stasiek wielanek;https://www.youtube.com/watch?v=wf3WgXkImLo
in the army now;status quo;in the army now status quo;https://www.youtube.com/watch?v=EIxsPBbZ_b8
czy pani marta jest grzechu warta ;stefcia gorska;czy pani marta jest grzechu warta  stefcia gorska;https://www.youtube.com/watch?v=D-EU-GRuKR0
bezpanska milosc;stenia kozlowska;bezpanska milosc stenia kozlowska;https://www.youtube.com/watch?v=jB_hhcg9s9Y
bede czekac;stenia kozlowska;bede czekac stenia kozlowska;https://www.youtube.com/watch?v=Iwb8COqs-Fw
czy to walc;stenia kozlowska;czy to walc stenia kozlowska;https://www.youtube.com/watch?v=V5HYDQYOwM4
do szczescia blisko;stenia kozlowska;do szczescia blisko stenia kozlowska;https://www.youtube.com/watch?v=TuT_tUJNL3E
kobieta i mezczyzna;stenia kozlowska;kobieta i mezczyzna stenia kozlowska;https://www.youtube.com/watch?v=czisxj4CbcU
procz nas nie mamy nic;stenia kozlowska;procz nas nie mamy nic stenia kozlowska;https://www.youtube.com/watch?v=nU_RkqrO2QI
przypomnij mi;stenia kozlowska;przypomnij mi stenia kozlowska;https://www.youtube.com/watch?v=-h4Tej1LWqc
ptakom podobni;stenia kozlowska;ptakom podobni stenia kozlowska;https://www.youtube.com/watch?v=y-e0Q6HsEos
born to be wild;steppemwolf;born to be wild steppemwolf;https://www.youtube.com/watch?v=egMWlD3fLJ8
abracadabra;steve miller band;abracadabra steve miller band;https://www.youtube.com/watch?v=tY8B0uQpwZs
as;stevie wonder;as stevie wonder;https://www.youtube.com/watch?v=GYQfWJNWe3I
higher ground;stevie wonder;higher ground stevie wonder;https://www.youtube.com/watch?v=4wZ3ZG_Wams
i just called to say i love you;stevie wonder;i just called to say i love you stevie wonder;https://www.youtube.com/watch?v=1bGOgY1CmiU
i wish;stevie wonder;i wish stevie wonder;https://www.youtube.com/watch?v=hYKYka-PNt0
isn't she lovely;stevie wonder;isn't she lovely stevie wonder;https://www.youtube.com/watch?v=IVvkjuEAwgU
master blaster ;stevie wonder;master blaster  stevie wonder;https://www.youtube.com/watch?v=V4n27JuJhXc
my cherie amour;stevie wonder;my cherie amour stevie wonder;https://www.youtube.com/watch?v=NW0YcO5P3OM
overjoyed;stevie wonder;overjoyed stevie wonder;https://www.youtube.com/watch?v=_a1LogyX9Uw
part-time lover;stevie wonder;part-time lover stevie wonder;https://www.youtube.com/watch?v=jN2AdOjI4FI
sir duke;stevie wonder;sir duke stevie wonder;https://www.youtube.com/watch?v=s6fPN5aQVDI
superstition;stevie wonder;superstition stevie wonder;https://www.youtube.com/watch?v=0CFuCYNx-1g
yester-me yester-you yesterday;stevie wonder;yester-me yester-you yesterday stevie wonder;https://www.youtube.com/watch?v=2T3m9PWN6B8
you are the sunshine of my life;stevie wonder;you are the sunshine of my life stevie wonder;https://www.youtube.com/watch?v=3wZ_b_uUAdQ
faith;stevie wonder & ariana grande;faith stevie wonder & ariana grande;https://www.youtube.com/watch?v=hNMMN46uFCc
love's in need of love today;stevie wonder & george michael ;love's in need of love today stevie wonder & george michael ;https://www.youtube.com/watch?v=FGZYWSfiYbM
ebony and ivory;stevie wonder i paul mccartney;ebony and ivory stevie wonder i paul mccartney;https://www.youtube.com/watch?v=fXAlfh6QKQs
brand new day;sting;brand new day sting;https://www.youtube.com/watch?v=cA46ZNjrzeY
englishman in new york;sting;englishman in new york sting;https://www.youtube.com/watch?v=d27gTrPPAyk
fields of gold;sting;fields of gold sting;https://www.youtube.com/watch?v=KLVq0IAzh1A
fragile;sting;fragile sting;https://www.youtube.com/watch?v=lB6a-iD6ZOY
little wing;sting;little wing sting;https://www.youtube.com/watch?v=0t73ZTRCdIc
moon over bourbon street;sting;moon over bourbon street sting;https://www.youtube.com/watch?v=5i_0PkOqLKA
seven days;sting;seven days sting;https://www.youtube.com/watch?v=pG7_gceIFL4
shape of my heart;sting;shape of my heart sting;https://www.youtube.com/watch?v=QK-Z1K67uaA
whenever i say your name;sting & mary j. blige;whenever i say your name sting & mary j. blige;https://www.youtube.com/watch?v=roGSyZC79Dg
stratosphere;stratovarius;stratosphere stratovarius;https://www.youtube.com/watch?v=KPZ47_qMqYA
hole in the head;sugababes;hole in the head sugababes;https://www.youtube.com/watch?v=Lf0tUnUB27I
kolysanka;sumptuastic;kolysanka sumptuastic;https://www.youtube.com/watch?v=IphuXppT-5Y
opuszczony;sumptuastic;opuszczony sumptuastic;https://www.youtube.com/watch?v=KHybWrJjJrw
za jeden usmiech twoj;sumptuastic;za jeden usmiech twoj sumptuastic;https://www.youtube.com/watch?v=qAns2c3cxuc
fairytale gone bad ;sunrise avenue;fairytale gone bad  sunrise avenue;https://www.youtube.com/watch?v=OUyfQLd3bCs
hollywood hills;sunrise avenue;hollywood hills sunrise avenue;https://www.youtube.com/watch?v=azPQZSlC2zk
eye of the tiger;survivor;eye of the tiger survivor;https://www.youtube.com/watch?v=btPJPFnesV4
luka;suzanne vega;luka suzanne vega;https://www.youtube.com/watch?v=VZt7J0iaUD0
tom's diner;suzanne vega;tom's diner suzanne vega;https://www.youtube.com/watch?v=FLP6QluMlrg
can the can;suzi quatro;can the can suzi quatro;https://www.youtube.com/watch?v=xYoogY-UGio
if you can't give me love;suzi quatro;if you can't give me love suzi quatro;https://www.youtube.com/watch?v=SeI42SvFy7Y
devil gate drive;suzie quatro;devil gate drive suzie quatro;https://www.youtube.com/watch?v=9vFTksaposs
if you can't give me love;suzie quatro;if you can't give me love suzie quatro;https://www.youtube.com/watch?v=SeI42SvFy7Y
ballroom blitz;sweet;ballroom blitz sweet;https://www.youtube.com/watch?v=ewFBuYHldeY
lay all your love on me;sylver;lay all your love on me sylver;https://www.youtube.com/watch?v=Te28Ja31STw
flirt;sylwia grzeszczak;flirt sylwia grzeszczak;https://www.youtube.com/watch?v=ORikRIu7s1o
karuzela;sylwia grzeszczak;karuzela sylwia grzeszczak;https://www.youtube.com/watch?v=UNY0k8i0H2s
kiedy tylko spojrze;sylwia grzeszczak;kiedy tylko spojrze sylwia grzeszczak;https://www.youtube.com/watch?v=goH0I0aLTS0
ksiezniczka;sylwia grzeszczak;ksiezniczka sylwia grzeszczak;https://www.youtube.com/watch?v=r_ADtyQqTSc
male rzeczy;sylwia grzeszczak;male rzeczy sylwia grzeszczak;https://www.youtube.com/watch?v=87Q5PEjmrCU
male rzeczy;sylwia grzeszczak;male rzeczy sylwia grzeszczak;https://www.youtube.com/watch?v=87Q5PEjmrCU
nowy ty nowa ja;sylwia grzeszczak;nowy ty nowa ja sylwia grzeszczak;https://www.youtube.com/watch?v=UPCSBRc714A
pozyczony;sylwia grzeszczak;pozyczony sylwia grzeszczak;https://www.youtube.com/watch?v=ziXYDCwv6Lg
sen o przyszlosci;sylwia grzeszczak;sen o przyszlosci sylwia grzeszczak;https://www.youtube.com/watch?v=2ZQS7INPDP4
tamta dziewczyna;sylwia grzeszczak;tamta dziewczyna sylwia grzeszczak;https://www.youtube.com/watch?v=M5UqFj-uk78
mijamy sie;sylwia grzeszczak i liber;mijamy sie sylwia grzeszczak i liber;https://www.youtube.com/watch?v=URX2y2XZ2ys
nowe szanse;sylwia grzeszczak i liber;nowe szanse sylwia grzeszczak i liber;https://www.youtube.com/watch?v=lQLqDiGBomY
12 lez;sylwia wisniewska;12 lez sylwia wisniewska;https://www.youtube.com/watch?v=1QNP-joIvG0
dwanascie lez;sylwia wisniewska;dwanascie lez sylwia wisniewska;https://www.youtube.com/watch?v=1QNP-joIvG0
tylko we lwowie;szczepko i tonko;tylko we lwowie szczepko i tonko;https://www.youtube.com/watch?v=lHBiAhiddJ8
wieza radosci wieza samotnosci;sztywny pal azji;wieza radosci wieza samotnosci sztywny pal azji;https://www.youtube.com/watch?v=1iMbtFR0mk0
panna weronika;szwagierkolaska;panna weronika szwagierkolaska;https://www.youtube.com/watch?v=USVmuyR6bsI
u cioci na imieninach;szwagierkolaska;u cioci na imieninach szwagierkolaska;https://www.youtube.com/watch?v=_7iwj4UGC54
drogowskaz;szymon chodyniecki;drogowskaz szymon chodyniecki;https://www.youtube.com/watch?v=uy9Qt2woqmc
sam na sam ;szymon chodyniecki;sam na sam  szymon chodyniecki;https://www.youtube.com/watch?v=Hq0RhzZxnXs
wylacz stres;szymon chodyniecki;wylacz stres szymon chodyniecki;https://www.youtube.com/watch?v=gjl-sitG9nE
z calych sil;szymon chodyniecki;z calych sil szymon chodyniecki;https://www.youtube.com/watch?v=TvdZcoWjRWE
jak ja jej to powiem;szymon wydra;jak ja jej to powiem szymon wydra;https://www.youtube.com/watch?v=QfOjuKPxfkk
teraz wiem;szymon wydra;teraz wiem szymon wydra;https://www.youtube.com/watch?v=Qu7JBenGD4E
gdzie jestes dzis;szymon wydra & carpe diem;gdzie jestes dzis szymon wydra & carpe diem;https://www.youtube.com/watch?v=fMXwSdgM_uw
jak ja jej to powiem;szymon wydra & carpe diem;jak ja jej to powiem szymon wydra & carpe diem;https://www.youtube.com/watch?v=QfOjuKPxfkk
teraz wiem;szymon wydra & carpe diem;teraz wiem szymon wydra & carpe diem;https://www.youtube.com/watch?v=Qu7JBenGD4E
zycie jak poemat;szymon wydra & carpe diem;zycie jak poemat szymon wydra & carpe diem;https://www.youtube.com/watch?v=4uYFY7jdQGs
sciezka dzwiekowa z filmu gwiezdne wojny;sciezka dzwiekowa z filmu gwiezdne wojny;sciezka dzwiekowa z filmu gwiezdne wojny sciezka dzwiekowa z filmu gwiezdne wojny;
children of the revolution;t. rex;children of the revolution t. rex;https://www.youtube.com/watch?v=VcCQCYok3pg
ya soshla s uma;t.a.t.u.;ya soshla s uma t.a.t.u.;https://www.youtube.com/watch?v=-F-JfWqMG6g
chlopaki nie placza;t.love;chlopaki nie placza t.love;https://www.youtube.com/watch?v=X0lkrxFuGr8
i love you;t.love;i love you t.love;https://www.youtube.com/watch?v=zzhnUM1Bxyg
love;t.love;love t.love;https://www.youtube.com/watch?v=zzhnUM1Bxyg
nie nie nie;t.love;nie nie nie t.love;https://www.youtube.com/watch?v=6_oPjyy6pMg
warszawa;t.love;warszawa t.love;https://www.youtube.com/watch?v=59JGY-K0BeQ
wychowanie;t.love;wychowanie t.love;https://www.youtube.com/watch?v=tp2F8C6vD7o
ballada o cysorzu;tadeusz chyla;ballada o cysorzu tadeusz chyla;https://www.youtube.com/watch?v=x2w_G2TpkWU
co nam zostalo z tych lat;tadeusz faliszewski;co nam zostalo z tych lat tadeusz faliszewski;https://www.youtube.com/watch?v=HzTj9O9Z-k8
cztery nogi;tadeusz faliszewski;cztery nogi tadeusz faliszewski;https://www.youtube.com/watch?v=lDdW8ThW-Pc
pij bracie pij;tadeusz faliszewski;pij bracie pij tadeusz faliszewski;https://www.youtube.com/watch?v=Pbn-dT8p3ME
szczescie trzeba rwac jak swieze wisnie;tadeusz faliszewski;szczescie trzeba rwac jak swieze wisnie tadeusz faliszewski;https://www.youtube.com/watch?v=f-yXSNrdMos
tango andrusowskie;tadeusz faliszewski;tango andrusowskie tadeusz faliszewski;https://www.youtube.com/watch?v=wxSoKxNV7mQ
czy pamietasz te noc w zakopanem;tadeusz miller;czy pamietasz te noc w zakopanem tadeusz miller;https://www.youtube.com/watch?v=7aoWn7lLoOQ
maly bialy domek;tadeusz miller;maly bialy domek tadeusz miller;https://www.youtube.com/watch?v=H8VS4CmFRo0
bo to sie zwykle tak zaczyna;tadeusz olsza;bo to sie zwykle tak zaczyna tadeusz olsza;https://www.youtube.com/watch?v=JO5iIXa0j-I
posrodku swiata;tadeusz wozniak;posrodku swiata tadeusz wozniak;https://www.youtube.com/watch?v=r3dGyi-2LDQ
smak i zapach pomaranczy;tadeusz wozniak;smak i zapach pomaranczy tadeusz wozniak;https://www.youtube.com/watch?v=83Cv4BNy8ww
zegarmistrz swiatla;tadeusz wozniak;zegarmistrz swiatla tadeusz wozniak;https://www.youtube.com/watch?v=obvizJRnezA
the flood;take that;the flood take that;https://www.youtube.com/watch?v=aCHg5r6rFoI
tango finito;tango finito;tango finito tango finito;https://www.youtube.com/watch?v=D7HmCGjYRYE
good tradition;tanita tikaram;good tradition tanita tikaram;https://www.youtube.com/watch?v=UbXsbGSoIWk
stop listening;tanita tikaram;stop listening tanita tikaram;https://www.youtube.com/watch?v=SFebFpV1e3E
twist in my sobriety;tanita tikaram;twist in my sobriety tanita tikaram;https://www.youtube.com/watch?v=7s8glZ-efMg
byc czlowiekiem;taraka;byc czlowiekiem taraka;https://www.youtube.com/watch?v=UIbac0cLquM
do tanca i rozanca;taraka;do tanca i rozanca taraka;https://www.youtube.com/watch?v=VtryX6eoXfs
podaj reke ukrainie;taraka;podaj reke ukrainie taraka;https://www.youtube.com/watch?v=QtClmp3zQBc
simarik;tarkan;simarik tarkan;https://www.youtube.com/watch?v=cpp69ghR1IM
sleeping satellite;tasmin archer;sleeping satellite tasmin archer;https://www.youtube.com/watch?v=lOqVQPq8zm8
blizna;tatiana okupnik;blizna tatiana okupnik;https://www.youtube.com/watch?v=Il5nlOwtLfo
don't hold back ;tatiana okupnik;don't hold back  tatiana okupnik;https://www.youtube.com/watch?v=e37VTkMPbYM
lovin you;tatiana okupnik;lovin you tatiana okupnik;https://www.youtube.com/watch?v=cIzdLQxs7OE
zachlannie;tatiana okupnik;zachlannie tatiana okupnik;https://www.youtube.com/watch?v=7OhkTuNL2Is
blank space;taylor swift;blank space taylor swift;https://www.youtube.com/watch?v=e-ORhEE9VVg
shake it off;taylor swift;shake it off taylor swift;https://www.youtube.com/watch?v=nfWlot6h_JM
wildest dreams;taylor swift;wildest dreams taylor swift;https://www.youtube.com/watch?v=IdneKLhsWOQ
shout;tears for fears;shout tears for fears;https://www.youtube.com/watch?v=Ye7FKc1JQe4
mission impossible;temat filmowy;mission impossible temat filmowy;https://www.youtube.com/watch?v=XAYhNHhxN0A
you;ten sharp;you ten sharp;https://www.youtube.com/watch?v=SZQpVX8RIZY
la paloma;tercet egzotyczny;la paloma tercet egzotyczny;https://www.youtube.com/watch?v=th02YK6a2j4
pamelo zegnaj;tercet egzotyczny;pamelo zegnaj tercet egzotyczny;https://www.youtube.com/watch?v=LDhAG9pt9O0
przebacz mi mamo;tercet egzotyczny;przebacz mi mamo tercet egzotyczny;https://www.youtube.com/watch?v=3gD6YkaFauA
wisniowy sad;tercet egzotyczny;wisniowy sad tercet egzotyczny;https://www.youtube.com/watch?v=xaRq0OMBGlY
sign your name;terence trent d'arby;sign your name terence trent d'arby;https://www.youtube.com/watch?v=dluHzQhLcME
gorzko mi;teresa tutinas;gorzko mi teresa tutinas;https://www.youtube.com/watch?v=PtS22qk8X20
jak cie mily zatrzymac;teresa tutinas;jak cie mily zatrzymac teresa tutinas;https://www.youtube.com/watch?v=lZv17c1azm8
na calych jeziorach ty;teresa tutinas;na calych jeziorach ty teresa tutinas;https://www.youtube.com/watch?v=EHDoZbLjiUA
na deszczowe dni;teresa tutinas;na deszczowe dni teresa tutinas;https://www.youtube.com/watch?v=2bfWFCAl12g
seasons in the sun;terry jacks;seasons in the sun terry jacks;https://www.youtube.com/watch?v=-tPcc1ftj8E
gdy gasnie w nas plomien;test;gdy gasnie w nas plomien test;https://www.youtube.com/watch?v=sOEnKFqZckA
matylda;test;matylda test;https://www.youtube.com/watch?v=jFiPNBd3bZA
wybij sobie z glowy;test;wybij sobie z glowy test;https://www.youtube.com/watch?v=wMnMHxeEWe4
zolw na galapagos;test;zolw na galapagos test;https://www.youtube.com/watch?v=IT3TbEj-Uxc
summer son;texas;summer son texas;https://www.youtube.com/watch?v=7uIFISklvXY
don't answer me;the alan parsons project;don't answer me the alan parsons project;https://www.youtube.com/watch?v=JLvFbBR4XOg
alexander's ragtime band;the andrews sisters;alexander's ragtime band the andrews sisters;https://www.youtube.com/watch?v=qPTbgvzgMZU
bei mir bist du schon;the andrews sisters;bei mir bist du schon the andrews sisters;https://www.youtube.com/watch?v=EGveTSQbH30
tico tico;the andrews sisters;tico tico the andrews sisters;https://www.youtube.com/watch?v=8tq4L4iLRqA
don't let me be misunderstood;the animals;don't let me be misunderstood the animals;https://www.youtube.com/watch?v=Bw7RTUEZMyg
house of the raising sun;the animals;house of the raising sun the animals;https://www.youtube.com/watch?v=0Fy7opKu46c
the house of the rising sun;the animals;the house of the rising sun the animals;https://www.youtube.com/watch?v=0Fy7opKu46c
sugar sugar;the archies;sugar sugar the archies;https://www.youtube.com/watch?v=h9nE2spOw_o
suzanna;the art company;suzanna the art company;https://www.youtube.com/watch?v=GB2Sf4g_PIg
love shack;the b-52's;love shack the b-52's;https://www.youtube.com/watch?v=9SOryJvTAGs
eternal flame;the bangles;eternal flame the bangles;https://www.youtube.com/watch?v=PSoOFn3wQV4
manic monday;the bangles;manic monday the bangles;https://www.youtube.com/watch?v=SsmVgoXDq2w
angels;the baseballs;angels the baseballs;https://www.youtube.com/watch?v=uMafmgqpN1A
hot n cold;the baseballs;hot n cold the baseballs;https://www.youtube.com/watch?v=CpWAl8C0H0A
barbara ann ;the beach boys;barbara ann  the beach boys;https://www.youtube.com/watch?v=vPRonG87eKw
cocomo;the beach boys;cocomo the beach boys;https://www.youtube.com/watch?v=KNZVzIfJlY4
i can hear music;the beach boys;i can hear music the beach boys;https://www.youtube.com/watch?v=Qqyx4TW4Ptw
i get around;the beach boys;i get around the beach boys;https://www.youtube.com/watch?v=wREBD2og5iY
kokomo;the beach boys;kokomo the beach boys;https://www.youtube.com/watch?v=KNZVzIfJlY4
surfin u.s.a.;the beach boys;surfin u.s.a. the beach boys;https://www.youtube.com/watch?v=2s4slliAtQU
a hard day's night;the beatles;a hard day's night the beatles;https://www.youtube.com/watch?v=Yjyj8qnqkYI
all my loving;the beatles;all my loving the beatles;https://www.youtube.com/watch?v=TSpiwK5fig0
all you need is love;the beatles;all you need is love the beatles;https://www.youtube.com/watch?v=_7xMfIp-irg
and i love her ;the beatles;and i love her  the beatles;https://www.youtube.com/watch?v=9_c2XZd9mMo
can't buy me love;the beatles;can't buy me love the beatles;https://www.youtube.com/watch?v=h3WJiqc_bEs
come together;the beatles;come together the beatles;https://www.youtube.com/watch?v=45cYwDMibGo
eight days a week;the beatles;eight days a week the beatles;https://www.youtube.com/watch?v=kle2xHhRHg4
